北京,北京字节跳动科技有限公司,2000人以上,本科,服务器端开发工程师（Python/Go）,30k-45k,3-5年
上海,北京字节跳动科技有限公司,2000人以上,本科,Python开发工程师,25k-40k,3-5年
北京,北京字节跳动科技有限公司,2000人以上,本科,python开发工程师,20k-35k,1-3年
上海,上海万向区块链股份公司,150-500人,本科,python高级工程师,15k-20k,3-5年
北京,外语教学与研究出版社有限责任公司,500-2000人,本科,Python工程师,15k-25k,3-5年
北京,北京猎户星空科技有限公司,500-2000人,本科,Python开发工程师,18k-35k,3-5年
深圳,深圳市客路网络科技有限公司,500-2000人,本科,Python工程师,10k-20k,1-3年
北京,北京黑尾互动科技有限公司,15-50人,本科,高级Python经理,28k-40k,5-10年
昆明,杭州映云科技有限公司,15-50人,本科,Python工程师,6k-12k,1-3年
北京,嘉实基金管理有限公司,500-2000人,本科,python开发工程师,13k-19k,不限
上海,上海别样秀数据科技有限公司,150-500人,本科,Python爬虫工程师(Selenium方向),10k-20k,不限
北京,北京奇艺世纪科技有限公司,2000人以上,本科,Java / Python 开发工程师--2940,20k-40k,3-5年
成都,成都快师傅科技有限公司,50-150人,本科,python,15k-25k,5-10年
上海,上海赛舵智能科技有限公司,15-50人,本科,后端工程师（Python/Golang）,20k-40k,3-5年
南京,北京字节跳动科技有限公司,2000人以上,本科,资深Python研发工程师,25k-40k,3-5年
上海,北京字节跳动科技有限公司,2000人以上,本科,高级Python开发工程师,25k-50k,3-5年
上海,北京字节跳动科技有限公司,2000人以上,本科,Python开发实习生-短视频方向,4k-8k,不限
深圳,弘量科技（深圳）有限公司,50-150人,本科,Python工程师,15k-30k,1-3年
北京,北京航天驭星科技有限公司,少于50人,本科,Python软件工程师,10k-20k,3-5年
北京,北京梦宝智能科技有限公司,15-50人,不限,Python,6k-12k,应届毕业生
北京,北京思维造物信息科技有限公司,150-500人,本科,python / golang 后端开发工程师,20k-40k,1-3年
北京,广州市动景计算机科技有限公司,2000人以上,本科,python,25k-50k,3-5年
深圳,上海海知智能科技有限公司,50-150人,本科,Python大数据工程师,18k-30k,3-5年
武汉,武汉小果科技有限公司,50-150人,本科,python后端,9k-16k,应届毕业生
深圳,深圳市客路网络科技有限公司,500-2000人,本科,高级Python工程师,20k-35k,3-5年
北京,北京聚道科技有限公司,15-50人,本科,高级Python后端开发工程师,20k-40k,3-5年
北京,北京聚道科技有限公司,15-50人,本科,python开发工程师（后端开发）,15k-30k,1-3年
广州,上海游民网络科技有限公司广州分公司,150-500人,本科,Python开发实习生,3k-6k,不限
北京,张家口榕滨科技有限公司,50-150人,本科,python高级研发工程师,25k-50k,5-10年
北京,爱笔（北京）智能科技有限公司,150-500人,本科,python开发工程师-机器人,15k-30k,3-5年
北京,爱笔（北京）智能科技有限公司,150-500人,不限,Python开发工程师-计算平台 ,15k-30k,不限
绵阳,优维科技（深圳）有限公司,50-150人,本科,Python开发,11k-18k,1-3年
广州,优维科技（深圳）有限公司,50-150人,本科,Python开发,11k-20k,1-3年
杭州,杭州慧川智能科技有限公司,15-50人,大专,高级python,20k-40k,5-10年
北京,北京阿姨多多网络科技有限公司,少于15人,本科,python 实习生,3k-5k,应届毕业生
上海,上海海知智能科技有限公司,50-150人,本科,Python数据处理工程师,20k-40k,3-5年
北京,时趣互动（北京）科技有限公司,500-2000人,不限,python开发,10k-20k,3-5年
上海,上海走走信息科技有限公司,15-50人,本科,python开发,20k-40k,3-5年
北京,北京聪明核桃教育科技有限公司,500-2000人,本科,python教研,15k-30k,不限
北京,北京聚道科技有限公司,15-50人,本科,高级后端开发工程师（Python或Java）,20k-40k,3-5年
武汉,智线云科技（北京）有限公司,50-150人,本科,python开发,8k-13k,1-3年
上海,上海昌投网络科技有限公司,150-500人,本科,运维开发工程师(Python),12k-20k,1-3年
北京,北京数美时代科技有限公司,150-500人,本科,python爬虫,10k-20k,应届毕业生
北京,北京数美时代科技有限公司,150-500人,本科,python爬虫,10k-20k,应届毕业生
北京,外语教学与研究出版社有限责任公司,500-2000人,本科,高级Python开发工程师,25k-40k,5-10年
南京,南京贝湾信息科技有限公司,150-500人,不限,Python答疑老师,4k-6k,应届毕业生
北京,北京云杉智达科技有限公司,15-50人,本科,Python后端,10k-15k,1-3年
北京,北京搜狐新媒体信息技术有限公司,2000人以上,本科,Python开发工程师,15k-30k,3-5年
北京,北京思维造物信息科技有限公司,150-500人,本科,Python高级开发工程师（财务平台方向）,25k-50k,3-5年
深圳,深圳市明源云客电子商务有限公司,2000人以上,本科,Python敏捷开发leader,20k-35k,5-10年
深圳,深圳市明源云客电子商务有限公司,2000人以上,本科,Python高级开发工程师,15k-30k,3-5年
北京,北京黑尾互动科技有限公司,15-50人,本科,高级Python工程师,25k-40k,5-10年
上海,上海别样秀数据科技有限公司,150-500人,本科,Python下单机器人工程师（Selenium方向,10k-20k,3-5年
杭州,杭州涂鸦信息技术有限公司,500-2000人,本科,python工程师（偏NLP方向）,15k-30k,3-5年
上海,上海云轴信息科技有限公司,150-500人,本科,python后端,15k-25k,1-3年
北京,爱笔（北京）智能科技有限公司,150-500人,本科,大数据基础架构工程师（python）,17k-34k,3-5年
上海,上海西井信息科技有限公司,50-150人,本科,python后端开发人员（初级）,8k-12k,不限
北京,北京热云科技有限公司,50-150人,本科,python后端,20k-35k,3-5年
北京,北京向上一心科技有限公司,500-2000人,本科,python开发工程师,20k-40k,不限
北京,北京步峰信息技术有限公司,50-150人,本科,python开发,15k-25k,3-5年
深圳,深圳佑驾创新科技有限公司,150-500人,本科,Python开发实习生,6k-10k,应届毕业生
苏州,上海大易云计算股份有限公司,150-500人,本科,python测试工程师,9k-11k,3-5年
北京,新浪网技术（中国）有限公司,2000人以上,本科,Python/Go开发工程师,15k-30k,1-3年
北京,北京缔联科技有限公司,50-150人,本科,python开发工程师,15k-30k,3-5年
北京,北京闪银奇异科技有限公司,500-2000人,本科,python开发工程师,25k-30k,5-10年
上海,上海微创软件股份有限公司,2000人以上,大专,python开发,16k-28k,3-5年
深圳,万科物业发展股份有限公司,2000人以上,本科,高级Python开发工程师,15k-30k,3-5年
上海,北京字节跳动科技有限公司,2000人以上,本科,高级Python开发工程师--抖音上海,25k-50k,3-5年
上海,北京字节跳动科技有限公司,2000人以上,本科,资深Python研发工程师-广告系统,20k-35k,3-5年
北京,北京字节跳动科技有限公司,2000人以上,本科,高级python研发工程师,20k-40k,1-3年
上海,互道信息技术（上海）有限公司,50-150人,本科,中级python开发,15k-25k,3-5年
上海,互道信息技术（上海）有限公司,50-150人,大专,中级python开发,15k-25k,3-5年
上海,互道信息技术（上海）有限公司,50-150人,大专,高级python开发,20k-40k,3-5年
北京,深圳市有鱼智能科技有限公司,150-500人,硕士,Python实习,4k-7k,应届毕业生
北京,北京易捷思达科技发展有限公司,150-500人,本科,Python开发工程师,15k-25k,1-3年
北京,达内时代科技集团有限公司,2000人以上,本科,python讲师,20k-35k,5-10年
成都,北京棕榈创想科技有限公司,150-500人,本科,python开发工程师,10k-20k,3-5年
北京,北京新工场投资顾问有限公司,50-150人,本科,高级python开发工程师,15k-30k,1-3年
上海,平安好医投资管理有限公司,500-2000人,本科,2621XS-资深Python开发工程师,20k-30k,3-5年
北京,深圳晶泰科技有限公司,150-500人,本科,Python后台开发,12k-20k,3-5年
深圳,深圳市中联创新自控系统有限公司,150-500人,本科,高级后端研发工程师(node/python),18k-30k,3-5年
广州,上海亦策软件科技有限公司,500-2000人,本科,Python工程师,15k-20k,3-5年
北京,北京闪银奇异科技有限公司,500-2000人,本科,高级python开发工程师,20k-30k,5-10年
北京,达内时代科技集团有限公司,2000人以上,本科,Python金牌讲师,15k-25k,3-5年
广州,广州西洋汇信息技术有限公司,50-150人,本科,Python工程师,7k-14k,1-3年
北京,北京聚道科技有限公司,15-50人,本科,python开发工程师（后端开发）,15k-30k,1-3年
北京,一点网聚科技有限公司,500-2000人,本科,python工程师,15k-30k,应届毕业生
北京,一点网聚科技有限公司,500-2000人,硕士,python工程师,15k-25k,应届毕业生
北京,北京果壳互动科技传媒有限公司,150-500人,本科,高级Python开发工程师,20k-40k,5-10年
上海,上海纳纳科技有限公司,50-150人,本科,python爬虫,10k-20k,1-3年
北京,北京缔联科技有限公司,50-150人,大专,Python Web开发工程师,15k-30k,3-5年
北京,北京爱选信息科技有限公司,15-50人,硕士,Python算法工程师,12k-24k,1-3年
上海,上海品览数据科技有限公司,50-150人,本科,Python后端开发,10k-15k,不限
杭州,北京广通信达软件股份有限公司杭州分公司,500-2000人,本科,高级Python开发工程师,10k-20k,3-5年
北京,北京步峰信息技术有限公司,50-150人,本科,python工程师,14k-24k,3-5年
北京,深圳点猫科技有限公司,2000人以上,本科,Python培训讲师,8k-15k,3-5年
广州,广州瑞云网络科技有限公司,50-150人,本科,python工程师,10k-20k,1-3年
杭州,杭州健培科技有限公司,150-500人,本科,python web 开发,10k-13k,3-5年
深圳,深圳点猫科技有限公司,2000人以上,本科,课程设计（python）,9k-15k,1年以下
深圳,深圳市紫川软件有限公司,500-2000人,大专,Python工程师,9k-15k,1-3年
深圳,深圳点猫科技有限公司,2000人以上,本科,课程设计（python）,9k-15k,1年以下
深圳,深圳市紫川软件有限公司,500-2000人,大专,Python工程师,9k-15k,1-3年
北京,成都西山居互动娱乐科技有限公司珠海分公司,2000人以上,本科,Python游戏研发,15k-30k,3-5年
杭州,杭州沃趣科技股份有限公司,50-150人,本科,Python高级开发工程师,16k-20k,3-5年
上海,上海海钻网络科技有限公司,少于15人,本科,Python后端工程师,20k-35k,3-5年
武汉,武汉小果科技有限公司,50-150人,本科,高级 Python 后端开发工程师,25k-30k,5-10年
北京,北京爱选信息科技有限公司,15-50人,本科,python开发工程师,12k-18k,3-5年
成都,成都蜗牛创想科技有限公司,50-150人,本科,python高级讲师,10k-18k,3-5年
北京,北京无极慧通科技有限公司,50-150人,本科,高级python开发工程师,10k-15k,1-3年
北京,北京汉迪移动互联网科技股份有限公司,150-500人,本科,python开发,20k-35k,3-5年
北京,南通东华软件有限公司,150-500人,本科,产品经理(python),10k-15k,3-5年
上海,上海万向区块链股份公司,150-500人,本科,python高级工程师,15k-30k,3-5年
北京,达内时代科技集团有限公司,2000人以上,本科,少儿编程讲师（python）,10k-15k,不限
北京,北京下厨房科技有限公司,150-500人,本科,Python开发实习生,6k-7k,应届毕业生
上海,上海斗象信息科技有限公司,150-500人,本科,高级Python后端研发工程师,10k-15k,1-3年
北京,北京云杉智达科技有限公司,15-50人,本科,技术总监（Python）,17k-27k,3-5年
上海,上海众言网络科技有限公司,150-500人,本科,python后端工程师,15k-25k,3-5年
南京,南京贝湾信息科技有限公司,150-500人,不限,Python课程内容编辑,8k-15k,不限
北京,北京第三石科技发展有限公司,50-150人,本科,PYTHON高级架构师,30k-40k,5-10年
北京,北京第三石科技发展有限公司,50-150人,本科,PYTHON资深工程师,25k-40k,5-10年
上海,上海联元智能科技有限公司,50-150人,本科,高级python后端开发工程师,15k-30k,5-10年
北京,北京陌陌科技有限公司,500-2000人,不限,python开发实习生,4k-6k,不限
无锡,无锡市弘业新型建材有限公司,50-150人,本科,Python开发,10k-15k,3-5年
北京,北京快快网络技术有限公司,500-2000人,本科,Python中级开发工程师,20k-25k,不限
西安,武汉佰钧成技术有限责任公司,2000人以上,本科,python开发,8k-14k,应届毕业生
深圳,腾讯科技（深圳）有限公司,2000人以上,本科,python后台开发工程师（深圳/上海）,15k-30k,3-5年
杭州,深圳市德科信息技术有限公司杭州分公司,2000人以上,本科,Python后台开发工程师,7k-12k,1-3年
上海,上海虎烨信息科技有限公司,50-150人,本科,高级Python开发工程师,15k-30k,3-5年
北京,北京步峰信息技术有限公司,50-150人,本科,python开发,10k-20k,3-5年
北京,小叶子（北京）科技有限公司,150-500人,本科,Python开发工程师,20k-30k,3-5年
苏州,苏州东湾信息科技有限公司,50-150人,本科,Python工程师,10k-20k,1-3年
武汉,武汉掌中宝网络科技有限公司,150-500人,不限,python服务端,10k-20k,1-3年
深圳,腾讯科技（深圳）有限公司,2000人以上,本科,数据分析平台开发工程师（Python）,20k-40k,3-5年
上海,易居企业（中国）集团有限公司,500-2000人,本科,Python爬虫工程师,10k-20k,3-5年
广州,青岛英联艺术传媒有限公司,50-150人,本科,Python高级开发工程师,15k-26k,3-5年
深圳,广东盛迪嘉电子商务股份有限公司,500-2000人,本科,python开发工程师,16k-20k,3-5年
广州,优维科技（深圳）有限公司,50-150人,本科,python运维开发-广州,11k-20k,1-3年
杭州,观澜网络（杭州）有限公司,500-2000人,不限,资深 Python 爬虫工程师,15k-25k,不限
武汉,智线云科技（北京）有限公司,50-150人,本科,python爬虫工程师,8k-15k,1-3年
北京,北京第三石科技发展有限公司,50-150人,不限,Python高级工程师,20k-40k,3-5年
上海,深圳市雪球科技有限公司,50-150人,本科,python开发工程师,10k-18k,1-3年
深圳,信迪网络资讯有限公司,150-500人,本科,python开发工程师,12k-20k,3-5年
深圳,智牛数字科技（广州）有限公司,500-2000人,本科,python开发工程师,15k-25k,3-5年
上海,上海数旦信息技术有限公司,15-50人,本科,Python开发工程师,10k-20k,1-3年
北京,北京深睿博联科技有限责任公司,150-500人,本科,算法工程师（Python）,15k-30k,3-5年
上海,深圳市雪球科技有限公司,50-150人,本科,python开发工程师,10k-18k,1-3年
深圳,信迪网络资讯有限公司,150-500人,本科,python开发工程师,12k-20k,3-5年
深圳,智牛数字科技（广州）有限公司,500-2000人,本科,python开发工程师,15k-25k,3-5年
上海,上海数旦信息技术有限公司,15-50人,本科,Python开发工程师,10k-20k,1-3年
成都,成都新希望金融科技有限公司,150-500人,本科,后台研发工程师（go/Python）G00126,8k-11k,不限
北京,北京深睿博联科技有限责任公司,150-500人,本科,算法工程师（Python）,15k-30k,3-5年
北京,北京步峰信息技术有限公司,50-150人,本科,python工程师,16k-25k,3-5年
上海,江曲投资咨询（上海）有限公司,150-500人,本科,python开发工程师,10k-20k,1-3年
杭州,杭州布奇托网络科技有限公司,50-150人,本科,python开发工程师,13k-25k,3-5年
深圳,腾讯科技（深圳）有限公司,2000人以上,本科,监控系统开发工程师-Python&amp;Go,16k-30k,3-5年
深圳,湖南艾瓦特网络科技有限公司,150-500人,不限,初级Python爬虫工程师,8k-13k,1-3年
上海,上海灏程信息科技有限公司,15-50人,本科,Python高级开发经理,25k-40k,5-10年
北京,秒针信息技术有限公司,2000人以上,本科,算法工程师（Python）,25k-40k,3-5年
深圳,深圳有为技术控股集团有限公司,150-500人,大专,python开发,13k-15k,3-5年
上海,普元信息技术股份有限公司,500-2000人,本科,python开发工程师,10k-15k,1-3年
郑州,郑州创恒实业有限公司,150-500人,本科,Python开发工程师,5k-10k,1-3年
武汉,武汉心络科技有限公司,50-150人,本科,Python开发工程师,8k-15k,3-5年
上海,上海灏程信息科技有限公司,15-50人,大专,Python开发工程师,10k-20k,3-5年
北京,上海淇毓信息科技有限公司,500-2000人,本科,python运维工程师,20k-30k,5-10年
成都,微入（上海）商贸有限公司,15-50人,本科,python开发工程师,10k-15k,1-3年
广州,广州回头车信息科技有限公司,150-500人,本科,python开发工程师,10k-20k,1-3年
北京,乐飞天下信息技术(北京)有限公司,150-500人,大专,Python中高级开发（支撑）,15k-30k,3-5年
北京,乐飞天下信息技术(北京)有限公司,150-500人,大专,供应商中级Python开发,15k-20k,3-5年
上海,上海派拉软件股份有限公司,150-500人,本科,中级python开发工程师,15k-20k,3-5年
北京,北京向上一心科技有限公司,500-2000人,本科,python开发工程师,20k-40k,5-10年
北京,北京向上一心科技有限公司,500-2000人,本科,python开发工程师,20k-40k,3-5年
北京,华控清交信息科技（北京）有限公司,50-150人,本科,Python开发工程师,20k-40k,3-5年
深圳,厦门美图之家科技有限公司,2000人以上,本科,高级Python开发工程师,15k-30k,3-5年
廊坊,智线云科技（北京）有限公司,50-150人,不限,Python开发工程师,8k-13k,1-3年
广州,西安贝业思数据智能技术服务有限公司,15-50人,本科,python开发工程师,10k-18k,1-3年
上海,南京葡萄诚信息科技有限公司,少于15人,本科,python开发,15k-30k,3-5年
上海,上海灏程信息科技有限公司,15-50人,大专,Python开发工程师,10k-20k,3-5年
上海,上海数旦信息技术有限公司,15-50人,本科,Python开发高级工程师,15k-30k,3-5年
上海,江曲投资咨询（上海）有限公司,150-500人,本科,Python高级开发工程师,15k-30k,5-10年
北京,北京数美时代科技有限公司,150-500人,本科,python研发工程师,10k-20k,应届毕业生
上海,上海担路网络科技有限公司,15-50人,本科,Python Web实习生,4k-6k,应届毕业生
深圳,北京国双科技有限公司,500-2000人,本科,Python后端开发工程师,15k-30k,3-5年
北京,百度在线网络技术（北京）有限公司,2000人以上,本科,C++/Python/Java研发工程师,25k-50k,1-3年
上海,上海进馨网络科技有限公司,150-500人,本科,Python开发工程师,15k-30k,5-10年
深圳,智言科技(深圳)有限公司,50-150人,本科,Python开发工程师,10k-20k,3-5年
深圳,亿达信息技术（深圳）有限公司,2000人以上,大专,python协议自动化开发,9k-10k,1-3年
北京,北京经纬时代科技有限公司,50-150人,本科,python开发工程师,8k-15k,3-5年
深圳,深圳市菲凡数据科技有限公司,15-50人,大专,Python爬虫工程师,10k-20k,1-3年
深圳,深圳市前海房极客网络科技有限公司,150-500人,本科,Python高级工程师,10k-20k,3-5年
南京,江苏易启策网络科技有限公司,少于15人,本科,Python研发工程师,12k-22k,3-5年
深圳,微诺（深圳）科技有限公司,50-150人,本科,python开发,15k-30k,3-5年
郑州,郑州创恒实业有限公司,150-500人,本科,高级Python开发工程师,7k-10k,1-3年
上海,普华永道信息技术（上海）有限公司,500-2000人,本科,python开发工程师,13k-22k,3-5年
成都,成都思而科软件有限公司,50-150人,本科,python开发工程师,8k-15k,3-5年
绵阳,优维科技（深圳）有限公司,50-150人,本科,python运维开发-成都/绵阳,11k-18k,1-3年
厦门,创世云（厦门）信息科技有限公司,50-150人,本科,OpenStack工程师(Python),15k-30k,3-5年
长沙,航天联盟（北京）国际航空服务有限公司,50-150人,不限,python爬虫,10k-20k,3-5年
北京,宁波平方和投资管理合伙企业（有限合伙）,15-50人,本科,python开发工程师,18k-25k,1-3年
上海,上海众言网络科技有限公司,150-500人,本科,高级python后端开发工程师,20k-35k,5-10年
上海,上海众言网络科技有限公司,150-500人,本科,python后端工程师,8k-12k,应届毕业生
北京,北京第三石科技发展有限公司,50-150人,本科,Python开发实习生,3k-6k,应届毕业生
北京,百度在线网络技术（北京）有限公司,2000人以上,本科,知识图谱部_python工程实习生,3k-6k,不限
深圳,深圳乐博乐博教育科技有限公司益田分公司,500-2000人,大专,python教师,4k-8k,1年以下
上海,江苏传智播客教育科技股份有限公司上海分公司,150-500人,本科,Python数据挖掘讲师,25k-40k,3-5年
北京,北京势在必行网络科技有限公司,50-150人,本科,python开发工程师,25k-50k,5-10年
